season,game_type,team,week,Player,Position,Injury,Wed,Thu,Fri,Game Status,Mon,Tue,Sat
2025,REG,JAX,5,Bhayshul Tuten,RB,Shoulder,,LP,LP,(-),,,LP
2025,REG,JAX,6,Yasir Abdullah,LB,Hamstring,LP,LP,LP,QUESTIONABLE,,,
2025,REG,JAX,6,Travon Walker,DE,Wrist,LP,LP,LP,(-),,,
2025,REG,JAX,6,Dyami Brown,WR,Shoulder,LP,LP,LP,(-),,,
2025,REG,JAX,6,Ezra Cleveland,OL,Ankle,LP,LP,LP,(-),,,
2025,REG,JAX,6,Chuma Edoga,OL,Knee,LP,LP,LP,(-),,,
2025,REG,JAX,6,Anton Harrison,OL,Elbow,LP,LP,LP,(-),,,
2025,REG,JAX,6,Patrick Mekari,OL,Knee,LP,LP,LP,(-),,,
2025,REG,JAX,6,Eric Murray,S,Neck,LP,LP,LP,(-),,,
2025,REG,JAX,6,Bhayshul Tuten,RB,Shoulder,LP,LP,LP,(-),,,
2025,REG,JAX,6,Robert Hainsey,OL,Hamstring,DNP,DNP,LP,DOUBTFUL,,,
2025,REG,JAX,6,Logan Cooke,P,Not Injury Related- Personal,DNP,FP,FP,(-),,,
2025,REG,JAX,7,Quintin Morris,TE,Groin,DNP,DNP,DNP,OUT,,,
2025,REG,JAX,7,Devin Lloyd,LB,Calf,DNP,DNP,DNP,OUT,,,
2025,REG,JAX,7,Dyami Brown,WR,Shoulder,LP,LP,LP,(-),,,
2025,REG,JAX,7,Robert Hainsey,OL,Hamstring,LP,FP,FP,UNSPECIFIED,,,
2025,REG,JAX,7,Eric Murray,S,Neck,LP,LP,LP,(-),,,
2025,REG,JAX,7,Travon Walker,DE,Wrist,FP,FP,FP,UNSPECIFIED,,,
2025,REG,JAX,9,Quintin Morris,TE,Groin,LP,LP,LP,OUT,,,
2025,REG,JAX,9,Devin Lloyd,LB,Calf,LP,LP,LP,QUESTIONABLE,,,
2025,REG,JAX,9,Dyami Brown,WR,Shoulder,LP,FP,FP,(-),,,
2025,REG,JAX,9,Eric Murray,S,Neck,DNP,DNP,DNP,OUT,,,
2025,REG,JAX,9,Tim Patrick,WR,Groin,LP,LP,LP,OUT,,,
2025,REG,JAX,9,Brian Thomas Jr.,WR,Shoulder,LP,LP,LP,(-),,,
2025,REG,JAX,9,Dennis Gardeck,LB,Chest,LP,LP,LP,(-),,,
2025,REG,JAX,9,Jourdan Lewis,CB,Neck,LP,LP,LP,(-),,,
2025,REG,JAX,9,Travis Hunter,WR/DB,Knee,(-),LP,DNP,OUT,,,
2025,REG,JAX,10,Devin Lloyd,LB,Calf,FP,FP,FP,(-),,,
2025,REG,JAX,10,Quintin Morris,TE,Groin,FP,FP,FP,(-),,,
2025,REG,JAX,10,Tim Patrick,WR,Groin,FP,FP,FP,(-),,,
2025,REG,JAX,10,Dyami Brown,WR,Concussion,LP,FP,FP,(-),,,
2025,REG,JAX,10,Dennis Gardeck,LB,Chest,LP,LP,LP,(-),,,
2025,REG,JAX,10,DaVon Hamilton,DT,Back,LP,LP,FP,(-),,,
2025,REG,JAX,10,Jack Kiser,LB,Quadricep,LP,LP,FP,UNSPECIFIED,,,
2025,REG,JAX,10,Wyatt Milum,OL,Knee,(-),LP,FP,(-),,,
2025,REG,JAX,10,Patrick Mekari,OL,Back,(-),,LP,(-),,,
2025,REG,JAX,10,Ezra Cleveland,OL,Knee/Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,JAX,10,Hunter Long,TE,Hip/Knee,DNP,DNP,DNP,OUT,,,
2025,REG,JAX,10,Brian Thomas Jr.,WR,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,JAX,10,Jourdan Lewis,CB,Neck,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,1,Dan Moore Jr.,T,Ankle,DNP,FP,FP,(-),,,
2025,REG,TEN,1,Kalel Mullings,RB,Ankle,(-),(-),LP,QUESTIONABLE,,,
2025,REG,TEN,1,L'Jarius Sneed,CB,Knee,LP,LP,LP,QUESTIONABLE,,,
2025,REG,TEN,1,Kevin Winston Jr.,S,Hamstring,LP,LP,LP,DOUBTFUL,,,
2025,REG,TEN,2,Quandre Diggs,S,Hand,DNP,DNP,FP,(-),,,
2025,REG,TEN,2,Arden Key,OLB,Pectoral,LP,LP,FP,(-),,,
2025,REG,TEN,2,JC Latham,T,Hip,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,2,Kalel Mullings,RB,Ankle,DNP,DNP,LP,DOUBTFUL,,,
2025,REG,TEN,2,L'Jarius Sneed,CB,Knee,LP,LP,LP,(-),,,
2025,REG,TEN,2,T'Vondre Sweat,NT,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,2,Kevin Winston Jr.,S,Hamstring,LP,LP,LP,DOUBTFUL,,,
2025,REG,TEN,3,Jarvis Brownlee Jr.,CB,Ankle,(-),LP,DNP,QUESTIONABLE,,,
2025,REG,TEN,3,JC Latham,T,Hip,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,3,Kalel Mullings,RB,Ankle,LP,LP,LP,QUESTIONABLE,,,
2025,REG,TEN,3,Bryce Oliver,WR,Knee,DNP,DNP,DNP,QUESTIONABLE,,,
2025,REG,TEN,3,L'Jarius Sneed,CB,Back,DNP,DNP,FP,QUESTIONABLE,,,
2025,REG,TEN,3,T'Vondre Sweat,NT,Ankle,LP,LP,DNP,OUT,,,
2025,REG,TEN,3,Kevin Winston Jr.,S,Hamstring,LP,LP,LP,DOUBTFUL,,,
2025,REG,TEN,3,Kevin Zeitler,G,Bicep,DNP,LP,DNP,QUESTIONABLE,,,
2025,REG,TEN,4,JC Latham,T,Hip,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,4,Dorian Mausi,LB,Back,(-),DNP,DNP,QUESTIONABLE,,,
2025,REG,TEN,4,Kalel Mullings,RB,Ankle,DNP,DNP,(-),(-),,,
2025,REG,TEN,4,Bryce Oliver,WR,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,4,Cam Ward,QB,Ankle/Calf,LP,FP,FP,(-),,,
2025,REG,TEN,4,Kevin Winston Jr.,S,Hamstring,LP,LP,LP,DOUBTFUL,,,
2025,REG,TEN,4,Kevin Zeitler,G,Bicep,LP,LP,FP,(-),,,
2025,REG,TEN,5,Mike Brown,S,Knee,LP,DNP,DNP,OUT,,,
2025,REG,TEN,5,Blake Hance,OL,Shoulder,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,5,JC Latham,T,Hip,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,5,James Lynch,DL,Shoulder,LP,LP,LP,QUESTIONABLE,,,
2025,REG,TEN,5,Bryce Oliver,WR,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,5,Tony Pollard,RB,NIR - Rest,LP,FP,FP,(-),,,
2025,REG,TEN,5,Calvin Ridley,WR,Knee/Elbow,DNP,DNP,LP,QUESTIONABLE,,,
2025,REG,TEN,5,Jeffery Simmons,DT,NIR - Rest,LP,FP,FP,(-),,,
2025,REG,TEN,5,Tyjae Spears,RB,Ankle,LP,LP,LP,QUESTIONABLE,,,
2025,REG,TEN,5,Kevin Winston Jr.,S,Hamstring,LP,LP,LP,QUESTIONABLE,,,
2025,REG,TEN,5,Kevin Zeitler,G,Foot,LP,LP,FP,(-),,,
2025,REG,TEN,6,Blake Hance,OL,Shoulder,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,6,Marcus Harris,CB,Calf,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,6,Van Jefferson,WR,Ankle,DNP,LP,FP,QUESTIONABLE,,,
2025,REG,TEN,6,Arden Key,OLB,Quad,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,6,JC Latham,T,Hip,LP,LP,FP,QUESTIONABLE,,,
2025,REG,TEN,6,Tyler Lockett,WR,NIR - Rest,DNP,FP,FP,(-),,,
2025,REG,TEN,6,James Lynch,DL,Shoulder,DNP,LP,FP,(-),,,
2025,REG,TEN,6,Bryce Oliver,WR,Knee,LP,LP,LP,OUT,,,
2025,REG,TEN,6,Tony Pollard,RB,NIR - Rest,DNP,FP,FP,(-),,,
2025,REG,TEN,6,Jeffery Simmons,DT,Ankle,DNP,LP,FP,(-),,,
2025,REG,TEN,6,Joey Slye,K,Right Calf,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,6,L'Jarius Sneed,CB,NIR - Rest,DNP,FP,FP,(-),,,
2025,REG,TEN,6,Tyjae Spears,RB,Ankle,LP,LP,FP,(-),,,
2025,REG,TEN,6,James Williams,LB,Wrist,FP,FP,FP,(-),,,
2025,REG,TEN,6,Kevin Winston Jr.,S,Hamstring,LP,LP,FP,(-),,,
2025,REG,TEN,7,Blake Hance,OL,Shoulder,LP,LP,LP,OUT,,,
2025,REG,TEN,7,Marcus Harris,CB,Calf,LP,LP,LP,QUESTIONABLE,,,
2025,REG,TEN,7,Van Jefferson,WR,Ankle,LP,LP,FP,(-),,,
2025,REG,TEN,7,Dre'Mont Jones,LB,Knee,,DNP,DNP,QUESTIONABLE,,,
2025,REG,TEN,7,Arden Key,OLB,Quadricep,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,7,Tyler Lockett,WR,NIR - Rest,DNP,FP,FP,(-),,,
2025,REG,TEN,7,James Lynch,DL,Shoulder,DNP,LP,LP,(-),,,
2025,REG,TEN,7,Bryce Oliver,WR,Knee,LP,LP,LP,OUT,,,
2025,REG,TEN,7,Calvin Ridley,WR,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,7,Jeffery Simmons,DT,NIR - Rest,DNP,FP,FP,(-),,,
2025,REG,TEN,7,Joey Slye,K,Right Calf,LP,LP,LP,(-),,,
2025,REG,TEN,7,L'Jarius Sneed,CB,Quadricep,DNP,LP,LP,(-),,,
2025,REG,TEN,7,T'Vondre Sweat,NT,Ankle,LP,LP,LP,QUESTIONABLE,,,
2025,REG,TEN,7,Kevin Winston Jr.,S,Hamstring,LP,LP,FP,(-),,,
2025,REG,TEN,7,Kevin Zeitler,G,NIR - Rest,DNP,FP,FP,(-),,,
2025,REG,TEN,7,Johnny Hekker,P,Illness,,,,QUESTIONABLE,,,
2025,REG,TEN,8,Blake Hance,OL,Shoulder/Back,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,8,Johnny Hekker,P,Illness,DNP,FP,FP,(-),,,
2025,REG,TEN,8,Sebastian Joseph-Day,DE,Calf,LP,LP,LP,(-),,,
2025,REG,TEN,8,Arden Key,OLB,Quadricep,DNP,LP,DNP,QUESTIONABLE,,,
2025,REG,TEN,8,Corey Levin,C/G,NIR - Personal,(-),(-),DNP,(-),,,
2025,REG,TEN,8,James Lynch,DL,Shoulder,DNP,LP,LP,(-),,,
2025,REG,TEN,8,Bryce Oliver,WR,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,8,Tony Pollard,RB,NIR - Rest,DNP,FP,FP,(-),,,
2025,REG,TEN,8,Calvin Ridley,WR,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,8,Jeffery Simmons,DT,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,8,L'Jarius Sneed,CB,Quadricep,DNP,(-),(-),(-),,,
2025,REG,TEN,8,Jihad Ward,OLB,NIR - Rest,DNP,FP,FP,(-),,,
2025,REG,TEN,8,Xavier Woods,S,Ankle,LP,LP,LP,QUESTIONABLE,,,
2025,REG,TEN,8,Kevin Zeitler,G,NIR - Rest,DNP,FP,FP,(-),,,
2025,REG,TEN,9,Darrell Baker Jr.,CB,Conussion,LP,FP,FP,(-),,,
2025,REG,TEN,9,Blake Hance,OL,Shoulder/Back,DNP,DNP,(-),(-),,,
2025,REG,TEN,9,Arden Key,OLB,Quadricep,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,9,James Lynch,DL,Shoulder,LP,LP,LP,(-),,,
2025,REG,TEN,9,Dan Moore Jr.,T,Shoulder,DNP,FP,FP,(-),,,
2025,REG,TEN,9,Chig Okonkwo,TE,Foot,LP,DNP,FP,(-),,,
2025,REG,TEN,9,Bryce Oliver,WR,Knee,LP,LP,LP,QUESTIONABLE,,,
2025,REG,TEN,9,Tony Pollard,RB,Neck,LP,FP,FP,(-),,,
2025,REG,TEN,9,Calvin Ridley,WR,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,9,Jeffery Simmons,DT,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,9,Jihad Ward,OLB,NIR - Personal,(-),DNP,DNP,(-),,,
2025,REG,TEN,9,Xavier Woods,S,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,TEN,9,Kevin Zeitler,G,NIR - Rest,LP,FP,FP,(-),,,
2025,REG,DEN,1,Nik Bonitto,OLB,Foot,FP,FP,FP,UNSPECIFIED,,,
2025,REG,DEN,1,Marvin Mims Jr.,WR,Thigh,FP,FP,FP,UNSPECIFIED,,,
2025,REG,DEN,1,Alex Singleton,ILB,Thumb,FP,FP,FP,UNSPECIFIED,,,
2025,REG,DEN,1,Dondrea Tillman,OLB,Hamstring,(-),LP,FP,UNSPECIFIED,,,
2025,REG,DEN,1,Nate Adkins,TE,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,DEN,1,Dre Greenlaw,LB,Quad,DNP,DNP,DNP,OUT,,,
2025,REG,DEN,1,Malcolm Roach,DT,Calf,(-),LP,DNP,OUT,,,
2025,REG,DEN,2,Evan Engram,TE,Calf,LP,FP,FP,(-),,,
2025,REG,DEN,2,John Franklin-Myers,DL,Knee,DNP,FP,FP,(-),,,
2025,REG,DEN,2,Alex Singleton,ILB,Thumb,FP,FP,FP,(-),,,
2025,REG,DEN,2,Nate Adkins,TE,Ankle,DNP,LP,LP,OUT,,,
2025,REG,DEN,2,Dre Greenlaw,LB,Quad,DNP,DNP,LP,OUT,,,
2025,REG,DEN,3,Nate Adkins,TE,Ankle,FP,FP,FP,(-),,,
2025,REG,DEN,3,Nik Bonitto,OLB,Wrist,FP,FP,FP,(-),,,
2025,REG,DEN,3,Talanoa Hufanga,S,Chest,LP,FP,FP,(-),,,
2025,REG,DEN,3,Alex Singleton,ILB,Thumb,FP,FP,FP,(-),,,
2025,REG,DEN,3,Justin Strnad,ILB,Foot,DNP,LP,FP,(-),,,
2025,REG,DEN,3,Evan Engram,TE,Back,DNP,DNP,DNP,OUT,,,
2025,REG,DEN,3,Dre Greenlaw,LB,Quad,DNP,DNP,DNP,OUT,,,
2025,REG,DEN,4,Nate Adkins,TE,Foot,,FP,FP,(-),,,FP
2025,REG,DEN,4,Nik Bonitto,OLB,Wrist,,FP,FP,(-),,,FP
2025,REG,DEN,4,Evan Engram,TE,Back,,FP,FP,(-),,,FP
2025,REG,DEN,4,John Franklin-Myers,DL,Hip,,LP,FP,(-),,,FP
2025,REG,DEN,4,Alex Singleton,ILB,Thumb,,FP,FP,(-),,,FP
2025,REG,DEN,4,Marvin Mims Jr.,WR,Hip,,,,QUESTIONABLE,,,LP
2025,REG,DEN,5,Nate Adkins,TE,Concussion,DNP,LP,FP,(-),,,
2025,REG,DEN,5,Nik Bonitto,OLB,Wrist,FP,FP,FP,(-),,,
2025,REG,DEN,5,Jonah Elliss,OLB,Ribs,LP,LP,FP,(-),,,
2025,REG,DEN,5,Quinn Meinerz,G/C,Illness,(-),DNP,FP,(-),,,
2025,REG,DEN,5,Marvin Mims Jr.,WR,Hip/Ankle,LP,LP,FP,(-),,,
2025,REG,DEN,5,Alex Singleton,ILB,Thumb,FP,FP,FP,(-),,,
2025,REG,DEN,5,Lucas Krull,TE,Foot,,,DNP,OUT,,,
2025,REG,DEN,6,Tyler Badie,RB,Shoulder,LP,FP,FP,(-),,,
2025,REG,DEN,6,Nik Bonitto,OLB,Wrist,FP,FP,FP,(-),,,
2025,REG,DEN,6,D.J. Jones,DT,Shoulder,LP,FP,FP,(-),,,
2025,REG,DEN,6,Malcolm Roach,DT,Calf,LP,FP,FP,QUESTIONABLE,,,
2025,REG,DEN,6,Alex Singleton,ILB,Thumb,FP,FP,FP,(-),,,
2025,REG,DEN,6,Jonah Elliss,OLB,Ribs/Shoulder,DNP,DNP,DNP,OUT,,,
2025,REG,DEN,6,Ben Powers,G,Biceps,DNP,DNP,DNP,OUT,,,
2025,REG,DEN,7,Nik Bonitto,OLB,Wrist,FP,FP,FP,(-),,,
2025,REG,DEN,7,Jonathon Cooper,OLB,Quad,LP,LP,FP,(-),,,
2025,REG,DEN,7,Dre Greenlaw,LB,Quad,LP,LP,FP,QUESTIONABLE,,,
2025,REG,DEN,7,Alex Singleton,ILB,Thumb,FP,FP,FP,(-),,,
2025,REG,DEN,7,Jonah Elliss,OLB,Shoulder,DNP,DNP,DNP,OUT,,,
2025,REG,DEN,8,Jonah Elliss,OLB,Shoulder,LP,FP,FP,(-),,,
2025,REG,DEN,8,Mike McGlinchey,T,Foot/Ankle,FP,FP,FP,(-),,,
2025,REG,DEN,9,Dre Greenlaw,LB,Quad,FP,FP,FP,(-),,,
2025,REG,DEN,9,Alex Forsyth,C,Ankle,(-),LP,LP,(-),,,
2025,REG,DEN,9,Nate Adkins,TE,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,DEN,9,P.J. Locke,S,Neck,LP,LP,DNP,OUT,,,
2025,REG,DEN,9,Marvin Mims Jr.,WR,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,DEN,9,Pat Surtain II,CB,Pectoral,DNP,DNP,DNP,OUT,,,
2025,REG,DEN,10,Jonathon Cooper,OLB,Thumb,FP,,,(-),LP,FP,
2025,REG,DEN,10,John Franklin-Myers,DL,Shoulder,FP,,,(-),LP,FP,
2025,REG,DEN,10,Brandon Jones,S,Foot,FP,,,(-),DNP,LP,
2025,REG,DEN,10,D.J. Jones,DT,Knee,FP,,,UNSPECIFIED,LP,FP,
2025,REG,DEN,10,P.J. Locke,S,Neck,FP,,,QUESTIONABLE,DNP,LP,
2025,REG,DEN,10,Wil Lutz,K,Illness,FP,,,(-),(-),DNP,
2025,REG,DEN,10,Riley Moss,CB,Ankle,FP,,,(-),DNP,LP,
2025,REG,DEN,10,Marvin Mims Jr.,WR,Concussion,LP,,,OUT,DNP,LP,
2025,REG,DEN,10,Nate Adkins,TE,Knee,DNP,,,OUT,DNP,DNP,
2025,REG,DEN,10,Pat Surtain II,CB,Pectoral,DNP,,,OUT,DNP,DNP,
2025,REG,KC,1,Jalen Royals,WR,Knee,DNP,DNP,,OUT,,DNP,
2025,REG,KC,1,Omarr Norman-Lott,DT,Ankle,LP,LP,,QUESTIONABLE,,LP,
2025,REG,KC,1,Marquise Brown,WR,Ankle,FP,FP,,(-),,FP,
2025,REG,KC,1,Jack Cochrane,LB,Knee,FP,FP,,(-),,FP,
2025,REG,KC,1,Kristian Fulton,CB,Knee,FP,FP,,(-),,FP,
2025,REG,KC,1,Jawaan Taylor,T,Knee,FP,FP,,(-),,FP,
2025,REG,KC,1,Drue Tranquill,LB,Back,FP,FP,,(-),,FP,
2025,REG,KC,1,Jared Wiley,TE,Knee,FP,FP,,(-),,FP,
2025,REG,KC,2,Jalen Royals,WR,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,KC,2,Xavier Worthy,WR,Shoulder,DNP,LP,LP,OUT,,,
2025,REG,KC,2,Trey Smith,G,Knee/Illness,LP,FP,FP,(-),,,
2025,REG,KC,2,Drue Tranquill,LB,Knee,LP,FP,FP,(-),,,
2025,REG,KC,2,Nick Bolton,LB,Biceps,FP,FP,FP,(-),,,
2025,REG,KC,2,Marquise Brown,WR,Ankle,FP,FP,FP,(-),,,
2025,REG,KC,2,Chamarri Conner,DB,Wrist,FP,FP,FP,(-),,,
2025,REG,KC,2,Ashton Gillotte,DE,Elbow,FP,FP,FP,(-),,,
2025,REG,KC,2,Omarr Norman-Lott,DT,Ankle,FP,FP,FP,(-),,,
2025,REG,KC,2,Jawaan Taylor,T,Knee/Ankle,FP,FP,FP,(-),,,
2025,REG,KC,3,Michael Danna,DE,Quad,DNP,DNP,DNP,OUT,,,
2025,REG,KC,3,Kristian Fulton,CB,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,KC,3,Jalen Royals,WR,Knee,LP,FP,FP,QUESTIONABLE,,,
2025,REG,KC,3,Xavier Worthy,WR,Shoulder,LP,LP,LP,OUT,,,
2025,REG,KC,3,Josh Simmons,OT,Illness,LP,FP,FP,(-),,,
2025,REG,KC,3,Marquise Brown,WR,Ankle,FP,FP,FP,(-),,,
2025,REG,KC,3,Ashton Gillotte,DE,Elbow,FP,FP,FP,(-),,,
2025,REG,KC,3,Patrick Mahomes,QB,Right Wrist,FP,FP,FP,(-),,,
2025,REG,KC,3,Charles Omenihu,DE,Hand,FP,FP,FP,(-),,,
2025,REG,KC,3,Jawaan Taylor,T,Knee/Ankle,FP,LP,FP,(-),,,
2025,REG,KC,3,Drue Tranquill,LB,Knee,FP,FP,FP,(-),,,
2025,REG,KC,4,Michael Danna,DE,Quad,LP,FP,LP,DOUBTFUL,,,
2025,REG,KC,4,Kristian Fulton,CB,Ankle,LP,LP,LP,QUESTIONABLE,,,
2025,REG,KC,4,Nick Bolton,LB,Rib,FP,FP,FP,(-),,,
2025,REG,KC,4,Marquise Brown,WR,Ankle,FP,FP,FP,(-),,,
2025,REG,KC,4,Bryan Cook,S,Neck,FP,FP,FP,(-),,,
2025,REG,KC,4,Creed Humphrey,C,Rib,FP,FP,FP,(-),,,
2025,REG,KC,4,Ashton Gillotte,DE,Elbow,FP,FP,DNP,QUESTIONABLE,,,
2025,REG,KC,4,Patrick Mahomes,QB,Right Wrist,FP,FP,FP,(-),,,
2025,REG,KC,4,Charles Omenihu,DE,Chest,FP,FP,FP,(-),,,
2025,REG,KC,4,Jalen Royals,WR,Knee,FP,FP,FP,(-),,,
2025,REG,KC,4,Jawaan Taylor,T,Knee / Ankle,FP,FP,FP,(-),,,
2025,REG,KC,4,Drue Tranquill,LB,Knee,FP,FP,FP,(-),,,
2025,REG,KC,4,Xavier Worthy,WR,Shoulder,FP,FP,FP,(-),,,
2025,REG,KC,4,Chris Jones,DT,Non-injury Related - Personal,(-),(-),(-),(-),,,
2025,REG,KC,5,Kristian Fulton,CB,Ankle,,LP,LP,QUESTIONABLE,,,
2025,REG,KC,5,Marquise Brown,WR,Ankle,,FP,FP,(-),,,
2025,REG,KC,5,Michael Danna,DE,Quad,,FP,FP,(-),,,
2025,REG,KC,5,Patrick Mahomes,QB,Groin,,FP,FP,(-),,,
2025,REG,KC,5,Charles Omenihu,DE,Ankle,,FP,FP,(-),,,
2025,REG,KC,5,JuJu Smith-Schuster,WR,Knee,,FP,FP,(-),,,
2025,REG,KC,5,Jawaan Taylor,T,Knee,,FP,FP,(-),,,
2025,REG,KC,5,James Winchester,LS,Hamstring,,FP,FP,(-),,,
2025,REG,KC,5,Xavier Worthy,WR,Shoulder/Ankle,,FP,FP,QUESTIONABLE,,,
2025,REG,KC,5,Omarr Norman-Lott,DT,Shoulder,,,,QUESTIONABLE,,,DNP
2025,REG,KC,6,Jeffrey Bassa,LB,Knee,FP,FP,FP,(-),,,
2025,REG,KC,6,Nick Bolton,LB,Calf,FP,FP,FP,(-),,,
2025,REG,KC,6,Kristian Fulton,CB,Ankle,FP,FP,FP,(-),,,
2025,REG,KC,6,Marquise Brown,WR,Ankle,FP,FP,FP,(-),,,
2025,REG,KC,6,Kareem Hunt,RB,Calf,FP,FP,FP,(-),,,
2025,REG,KC,6,Patrick Mahomes,QB,Groin,FP,FP,FP,(-),,,
2025,REG,KC,6,Omarr Norman-Lott,DT,Shoulder,FP,FP,FP,(-),,,
2025,REG,KC,6,Charles Omenihu,DE,Ankle,FP,FP,FP,(-),,,
2025,REG,KC,6,JuJu Smith-Schuster,WR,Knee,FP,FP,FP,(-),,,
2025,REG,KC,6,Jawaan Taylor,T,Knee,FP,FP,FP,(-),,,
2025,REG,KC,6,Xavier Worthy,WR,Shoulder/Ankle,FP,DNP,FP,(-),,,
2025,REG,KC,7,Josh Simmons,OT,NIR (Personal),DNP,DNP,DNP,OUT,,,
2025,REG,KC,7,Brashard Smith,RB,Illness,DNP,FP,FP,(-),,,
2025,REG,KC,7,Marquise Brown,WR,Achilles,FP,FP,FP,(-),,,
2025,REG,KC,7,Charles Omenihu,DE,Ankle,FP,FP,FP,(-),,,
2025,REG,KC,7,Nikko Remigio,WR,Thumb,FP,FP,FP,(-),,,
2025,REG,KC,7,Jawaan Taylor,T,Knee,FP,FP,FP,UNSPECIFIED,,,
2025,REG,KC,7,Xavier Worthy,WR,Shoulder / Ankle,FP,FP,FP,(-),,,
2025,REG,KC,7,Rashee Rice,WR,NIR (Other),FP,FP,FP,(-),,,
2025,REG,KC,7,Jerry Tillery,DL,Elbow,(-),FP,FP,(-),,,
2025,REG,KC,8,Josh Simmons,OT,NIR (Personal),,DNP,DNP,OUT,,,DNP
2025,REG,KC,8,Kareem Hunt,RB,Ankle / Knee,,DNP,LP,(-),,,FP
2025,REG,KC,8,Trey Smith,G,Back,,DNP,DNP,DOUBTFUL,,,DNP
2025,REG,KC,8,Charles Omenihu,DE,Ankle / Abdomen,,FP,FP,(-),,,FP
2025,REG,KC,8,Christian Roland-Wallace,CB,Hand,,FP,FP,(-),,,FP
2025,REG,KC,8,Brashard Smith,RB,Toe,,FP,FP,UNSPECIFIED,,,FP
2025,REG,KC,8,Jawaan Taylor,T,Knee / Shoulder,,FP,FP,(-),,,FP
2025,REG,KC,8,Jerry Tillery,DL,Elbow,,FP,FP,(-),,,FP
2025,REG,KC,8,Jaylen Watson,CB,Back,,LP,FP,(-),,,FP
2025,REG,KC,8,Xavier Worthy,WR,Shoulder / Ankle,,FP,FP,UNSPECIFIED,,,FP
2025,REG,KC,9,Josh Simmons,OT,NIR (Personal),DNP,DNP,DNP,OUT,,,
2025,REG,KC,9,Isiah Pacheco,RB,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,KC,9,Marquise Brown,WR,Hollywood Brown,DNP,FP,FP,(-),,,
2025,REG,KC,9,Trey Smith,G,Back,LP,LP,FP,QUESTIONABLE,,,
2025,REG,KC,9,Nick Bolton,LB,Knee,FP,FP,FP,(-),,,
2025,REG,KC,9,Kareem Hunt,RB,Ankle,FP,FP,FP,UNSPECIFIED,,,
2025,REG,KC,9,Charles Omenihu,DE,Ankle,FP,FP,FP,(-),,,
2025,REG,KC,9,Brashard Smith,RB,Toe,FP,FP,FP,(-),,,
2025,REG,KC,9,Jawaan Taylor,T,Knee / Shoulder,FP,FP,FP,(-),,,
2025,REG,KC,9,Jaylon Moore,OL,,,(-),DNP,QUESTIONABLE,,,
2025,REG,LV,1,Kyu Blu Kelly,CB,Hamstring,FP,FP,FP,(-),,,
2025,REG,LV,1,Kenny Pickett,QB,Hamstring,FP,FP,FP,(-),,,
2025,REG,LV,2,Brock Bowers,TE,Knee,,DNP,DNP,QUESTIONABLE,,,LP
2025,REG,LV,2,Elandon Roberts,LB,Elbow,,DNP,LP,(-),,,FP
2025,REG,LV,2,Jackson Powers-Johnson,G/C,Concussion,,(-),DNP,OUT,,,DNP
2025,REG,LV,3,Brock Bowers,TE,Knee,LP,LP,LP,(-),,,
2025,REG,LV,3,Jeremy Chinn,S,Pectoral,LP,LP,LP,(-),,,
2025,REG,LV,3,Jackson Powers-Johnson,G/C,Concussion,LP,FP,FP,(-),,,
2025,REG,LV,3,Justin Shorter,WR,Knee,(-),FP,FP,(-),,,
2025,REG,LV,3,Decamerion Richardson,CB,Hamstring,(-),LP,LP,QUESTIONABLE,,,
2025,REG,LV,4,Brock Bowers,TE,Knee,FP,FP,FP,(-),,,
2025,REG,LV,4,Jeremy Chinn,S,Pectoral,LP,FP,FP,(-),,,
2025,REG,LV,4,Michael Mayer,TE,Concussion,DNP,DNP,DNP,OUT,,,
